redemption_id,customer_id,ts_epoch,timestamp,promo_redemptions_on_device,promo_redemptions_on_ip,accounts_on_device_7d,signup_to_redeem_seconds,email_pattern_similarity,component_account_count,payout_destination_reuse,abuse_label,split
RD_000992,CUST_002185,1773076549.3863199,2026-03-09T17:15:49.386320+00:00,0,0,1,6274.2,0.08439888411567073,1,0,0,train
RD_005378,CUST_000485,1773078492.0182636,2026-03-09T17:48:12.018264+00:00,0,0,1,549.0,0.0846457739224848,1,0,0,train
RD_000080,CUST_002913,1773082567.469515,2026-03-09T18:56:07.469515+00:00,0,0,1,548.4,0.13114960715967028,1,0,0,train
RD_000213,CUST_002671,1773087580.9362814,2026-03-09T20:19:40.936281+00:00,0,0,1,110.1,0.18905705872372364,1,0,0,train
RD_003497,CUST_003321,1773089478.8254867,2026-03-09T20:51:18.825487+00:00,0,0,1,5753.2,0.09677935124638627,1,0,0,train
RD_003956,CUST_004405,1773090721.6314023,2026-03-09T21:12:01.631402+00:00,0,0,1,2497.3,0.2712004127264167,1,0,0,train
RD_003468,CUST_002090,1773092789.1784933,2026-03-09T21:46:29.178493+00:00,0,0,1,3993.4,0.39866489354620804,1,0,0,train
RD_000348,CUST_003799,1773107034.4239805,2026-03-10T01:43:54.423980+00:00,0,0,1,1178.5,0.2134601361172157,1,0,0,train
RD_002421,CUST_003953,1773115734.5971193,2026-03-10T04:08:54.597119+00:00,0,0,1,1754.8,0.48661289171422034,1,0,0,train
RD_001832,CUST_001212,1773116966.4169219,2026-03-10T04:29:26.416922+00:00,0,0,1,2552.1,0.14824639089714672,1,0,0,train
RD_004382,CUST_002340,1773121505.4303324,2026-03-10T05:45:05.430332+00:00,0,0,1,4277.9,0.3011121911269744,1,0,0,train
RD_001788,CUST_002064,1773122455.0328305,2026-03-10T06:00:55.032830+00:00,0,0,1,880.7,0.5021383470971644,1,0,0,train
RD_004519,CUST_002915,1773125214.922988,2026-03-10T06:46:54.922988+00:00,0,0,1,394.3,0.18071895703457747,1,0,0,train
RD_000079,CUST_002851,1773131401.7643814,2026-03-10T08:30:01.764381+00:00,0,0,1,3519.0,0.24259526205941548,1,0,0,train
RD_005310,CUST_000689,1773136586.6303184,2026-03-10T09:56:26.630318+00:00,0,0,1,5693.4,0.4967351385037473,1,0,0,train
RD_002018,CUST_004169,1773141175.7203867,2026-03-10T11:12:55.720387+00:00,0,0,1,1098.3,0.16357125039123357,1,0,0,train
RD_002162,CUST_000008,1773163730.7566257,2026-03-10T17:28:50.756626+00:00,0,0,1,490.9,0.014688023011777867,1,0,0,train
RD_000855,CUST_001744,1773168025.0115423,2026-03-10T18:40:25.011542+00:00,0,0,1,1236.1,0.5497072330713686,1,0,0,train
RD_003747,CUST_000720,1773168578.0785117,2026-03-10T18:49:38.078512+00:00,0,0,1,258.8,0.007463186369241276,1,0,0,train
RD_004777,CUST_001255,1773177125.8291712,2026-03-10T21:12:05.829171+00:00,0,0,1,2632.0,0.3094366012872324,1,0,0,train
RD_002548,CUST_000399,1773185606.9547493,2026-03-10T23:33:26.954749+00:00,0,0,1,5101.4,0.06261469018821578,1,0,0,train
RD_001780,CUST_000460,1773185744.6435544,2026-03-10T23:35:44.643554+00:00,0,0,1,174.8,0.23038423007378495,11,0,0,train
RD_003239,CUST_000252,1773186226.9394557,2026-03-10T23:43:46.939456+00:00,0,0,1,803.8,0.27008687303598267,1,0,0,train
RD_004713,CUST_001142,1773189732.8186874,2026-03-11T00:42:12.818687+00:00,0,0,1,1373.8,0.11167074653982088,1,0,0,train
RD_000245,CUST_001295,1773193333.4694707,2026-03-11T01:42:13.469471+00:00,0,0,1,5824.7,0.1144670967250304,1,0,0,train
RD_002246,CUST_002863,1773211510.657375,2026-03-11T06:45:10.657375+00:00,0,0,1,567.5,0.1432059800144018,1,0,0,train
RD_004543,CUST_003318,1773212281.7873826,2026-03-11T06:58:01.787383+00:00,0,0,1,4013.3,0.38113812950545445,1,0,0,train
RD_005211,CUST_004038,1773220274.4382055,2026-03-11T09:11:14.438205+00:00,0,0,1,57.7,0.2095595005945482,1,0,0,train
RD_000971,CUST_001104,1773225697.9861045,2026-03-11T10:41:37.986104+00:00,0,0,1,608.5,0.16572208421429083,1,0,0,train
RD_001615,CUST_004121,1773234088.622494,2026-03-11T13:01:28.622494+00:00,0,0,1,3709.8,0.02853553875541261,1,0,0,train
RD_001732,CUST_002939,1773237720.5457456,2026-03-11T14:02:00.545746+00:00,0,0,1,656.9,0.34583869859536714,3,0,0,train
RD_005180,CUST_004452,1773238244.2808435,2026-03-11T14:10:44.280843+00:00,0,0,1,377.6,0.05257258636814717,1,0,0,train
RD_002364,CUST_000668,1773241854.5346794,2026-03-11T15:10:54.534679+00:00,0,0,1,70413.7,0.23112218226554465,1,0,0,train
RD_003060,CUST_000076,1773248445.1406333,2026-03-11T17:00:45.140633+00:00,0,0,1,2839.2,0.07276074613170998,1,0,0,train
RD_001879,CUST_003011,1773249712.2332947,2026-03-11T17:21:52.233295+00:00,0,0,1,2150.9,0.3000765595350012,1,0,0,train
RD_002705,CUST_001957,1773255948.8133354,2026-03-11T19:05:48.813335+00:00,0,0,1,3440.8,0.11547152866896979,1,0,0,train
RD_001477,CUST_000421,1773259358.2247477,2026-03-11T20:02:38.224748+00:00,0,0,1,1114.1,0.07898291797258152,1,0,0,train
RD_004750,CUST_002671,1773268032.3555753,2026-03-11T22:27:12.355575+00:00,0,0,1,131.7,0.31733002616402944,1,0,0,train
RD_004819,CUST_002091,1773274406.1416667,2026-03-12T00:13:26.141667+00:00,0,0,1,549.4,0.2549107857590722,3,0,0,train
RD_001624,CUST_001459,1773282914.2477617,2026-03-12T02:35:14.247762+00:00,0,0,1,216.2,0.19023052696005113,1,0,0,train
RD_003228,CUST_001461,1773293069.2804284,2026-03-12T05:24:29.280428+00:00,0,2,1,9005.9,0.19877829763217936,15,0,0,train
RD_004044,CUST_000880,1773294714.387364,2026-03-12T05:51:54.387364+00:00,0,0,1,434.2,0.07574589525868038,1,0,0,train
RD_004524,CUST_001898,1773303779.4718738,2026-03-12T08:22:59.471874+00:00,0,0,1,358.7,0.01934369140314378,1,0,0,train
RD_001708,CUST_003569,1773305885.6971083,2026-03-12T08:58:05.697108+00:00,0,0,1,1037.6,0.2374417394211943,1,0,0,train
RD_001768,CUST_004084,1773311052.8244169,2026-03-12T10:24:12.824417+00:00,0,0,1,6205.5,0.11560384320504452,1,0,0,train
RD_003938,CUST_000543,1773314326.5103338,2026-03-12T11:18:46.510334+00:00,0,0,1,2904.7,0.054091612519746174,1,0,0,train
RD_002471,CUST_002216,1773314814.2417452,2026-03-12T11:26:54.241745+00:00,0,0,1,513.7,0.19639165688484575,1,0,0,train
RD_003394,CUST_002938,1773320618.192665,2026-03-12T13:03:38.192665+00:00,0,0,1,643.3,0.18658315306432988,1,0,0,train
RD_004669,CUST_002724,1773342596.5459898,2026-03-12T19:09:56.545990+00:00,0,0,1,210.3,0.3253356490741241,1,0,0,train
RD_005048,CUST_000448,1773343315.2840834,2026-03-12T19:21:55.284083+00:00,0,0,1,1286.1,0.060484721234340004,1,0,0,train
RD_004952,CUST_003920,1773349246.7365727,2026-03-12T21:00:46.736573+00:00,0,0,1,71305.9,0.1311356869939844,1,0,0,train
RD_003779,CUST_001587,1773351494.9936054,2026-03-12T21:38:14.993605+00:00,0,0,1,238.2,0.30919953873839373,1,0,0,train
RD_005290,CUST_004052,1773352994.921804,2026-03-12T22:03:14.921804+00:00,0,0,1,11142.1,0.10670446496314002,1,0,0,train
RD_001174,CUST_001199,1773357149.2798831,2026-03-12T23:12:29.279883+00:00,0,0,1,957.0,0.021660351312414394,1,0,0,train
RD_000309,CUST_001893,1773359575.9023297,2026-03-12T23:52:55.902330+00:00,0,0,1,2250.8,0.05633343981067757,1,0,0,train
RD_002410,CUST_002273,1773361905.526071,2026-03-13T00:31:45.526071+00:00,0,1,1,11979.3,0.1338150929967916,10,0,0,train
RD_001630,CUST_001893,1773363706.1834142,2026-03-13T01:01:46.183414+00:00,0,0,1,258.8,0.19298308103541875,1,0,0,train
RD_005297,CUST_000584,1773375625.9089866,2026-03-13T04:20:25.908987+00:00,0,0,1,701.0,0.3395066209744069,1,0,0,train
RD_005461,CUST_001068,1773375881.013925,2026-03-13T04:24:41.013925+00:00,0,2,1,4828.8,0.16115974252640192,33,0,0,train
RD_005384,CUST_000255,1773379106.378573,2026-03-13T05:18:26.378573+00:00,0,0,1,1037.9,0.6242134287816306,1,0,0,train
RD_AB_00026_00,CUST_PA00026_00,1773379123.46341,2026-03-13T05:18:43.463410+00:00,0,0,1,6.3,0.8977903552083267,4,0,1,train
RD_AB_00026_02,CUST_PA00026_02,1773379421.9979496,2026-03-13T08:05:50.319658+00:00,2,2,3,34.4,0.9109906217829877,4,1,1,train
RD_AB_00026_01,CUST_PA00026_01,1773382373.9776037,2026-03-13T06:44:05.836869+00:00,1,1,2,78.9,0.5109392941027744,4,1,1,train
RD_002148,CUST_001200,1773386062.716796,2026-03-13T07:14:22.716796+00:00,0,0,1,11604.1,0.08762263961538592,1,0,0,train
RD_002027,CUST_004007,1773387402.219343,2026-03-13T07:36:42.219343+00:00,0,0,1,356.8,0.23160220524564865,1,0,0,train
RD_004187,CUST_003084,1773393468.2713602,2026-03-13T09:17:48.271360+00:00,0,0,1,426.1,0.29954413538292607,1,0,0,train
RD_AB_00026_03,CUST_PA00026_03,1773394284.6230469,2026-03-13T06:27:14.784264+00:00,3,3,4,1.1,0.6817831568768313,4,1,1,train
RD_001689,CUST_002001,1773401774.7178566,2026-03-13T11:36:14.717857+00:00,0,0,1,1132.1,0.005237131212458249,1,0,0,train
RD_001160,CUST_001066,1773407437.9964962,2026-03-13T13:10:37.996496+00:00,0,0,1,922.2,0.35366728444303475,1,0,0,train
RD_000438,CUST_002001,1773409148.1324925,2026-03-13T13:39:08.132493+00:00,0,0,1,601.1,0.13576168580364145,1,0,0,train
RD_004472,CUST_001142,1773410181.3276494,2026-03-13T13:56:21.327649+00:00,0,0,1,177.3,0.11792875878696488,1,0,0,train
RD_001147,CUST_000343,1773411900.0957808,2026-03-13T14:25:00.095781+00:00,0,0,1,1825.4,0.028898478728349677,1,0,0,train
RD_001541,CUST_002062,1773419797.9243493,2026-03-13T16:36:37.924349+00:00,1,0,1,1096.1,0.0946210121505038,4,0,0,train
RD_001831,CUST_004251,1773430558.8522828,2026-03-13T19:35:58.852283+00:00,0,0,1,852.5,0.0630263245677137,1,0,0,train
RD_000408,CUST_000681,1773435803.1410275,2026-03-13T21:03:23.141027+00:00,0,0,1,39279.8,0.34429561187450397,1,0,0,train
RD_005489,CUST_004484,1773436330.4741342,2026-03-13T21:12:10.474134+00:00,0,0,1,2850.4,0.42611351838840084,1,0,0,train
RD_003809,CUST_000787,1773437561.0373743,2026-03-13T21:32:41.037374+00:00,0,2,1,836.2,0.1619407484670643,12,0,0,train
RD_004632,CUST_002095,1773443586.225642,2026-03-13T23:13:06.225642+00:00,0,0,1,1285.8,0.15331138496051575,31,0,0,train
RD_002274,CUST_002932,1773452356.769813,2026-03-14T01:39:16.769813+00:00,0,0,1,922.8,0.5742179986185447,1,0,0,train
RD_001975,CUST_000425,1773454503.4386666,2026-03-14T02:15:03.438667+00:00,0,0,1,900.7,0.2662936067251229,1,0,0,train
RD_004126,CUST_003318,1773460021.477036,2026-03-14T03:47:01.477036+00:00,0,0,1,898.2,0.08724781725676634,1,0,0,train
RD_000987,CUST_004008,1773460256.0238762,2026-03-14T03:50:56.023876+00:00,0,2,1,2375.1,0.1042787593109666,19,0,0,train
RD_000777,CUST_002862,1773460275.4740067,2026-03-14T03:51:15.474007+00:00,0,0,1,3773.7,0.1595013688434085,1,0,0,train
RD_004693,CUST_002081,1773463642.636743,2026-03-14T04:47:22.636743+00:00,0,0,1,1735.8,0.3376627426826719,1,0,0,train
RD_004059,CUST_002851,1773464835.3634427,2026-03-14T05:07:15.363443+00:00,0,0,1,2549.7,0.2991854317041544,1,0,0,train
RD_004915,CUST_004316,1773466635.6278384,2026-03-14T05:37:15.627838+00:00,0,0,1,2078.0,0.09357525751584206,1,0,0,train
RD_005324,CUST_000503,1773468332.5752003,2026-03-14T06:05:32.575200+00:00,1,0,1,3607.4,0.36166043969826495,3,0,0,train
RD_002460,CUST_000492,1773475311.287772,2026-03-14T08:01:51.287772+00:00,0,0,1,5603.7,0.18794198199438467,1,0,0,train
RD_000609,CUST_000392,1773484188.468566,2026-03-14T10:29:48.468566+00:00,0,0,1,3719.1,0.1281436027222527,1,0,0,train
RD_000628,CUST_002361,1773488710.5269647,2026-03-14T11:45:10.526965+00:00,0,0,1,3643.4,0.4436449491906118,22,0,0,train
RD_000685,CUST_001496,1773496181.4519248,2026-03-14T13:49:41.451925+00:00,1,0,1,477.9,0.20262027260360388,3,0,0,train
RD_003624,CUST_002439,1773502406.35563,2026-03-14T15:33:26.355630+00:00,0,1,1,9635.3,0.21018531457473022,29,0,0,train
RD_001148,CUST_002429,1773515922.7983248,2026-03-14T19:18:42.798325+00:00,0,0,1,2537.1,0.04275019454498273,1,0,0,train
RD_004698,CUST_000751,1773516396.8992832,2026-03-14T19:26:36.899283+00:00,0,0,1,912.2,0.2650082466314369,1,0,0,train
RD_005490,CUST_004328,1773517377.05889,2026-03-14T19:42:57.058890+00:00,0,2,1,2790.8,0.2953592664439487,19,0,0,train
RD_004801,CUST_004084,1773529275.8585298,2026-03-14T23:01:15.858530+00:00,0,0,1,7013.8,0.06465024507387217,1,0,0,train
RD_003915,CUST_004072,1773533972.7734792,2026-03-15T00:19:32.773479+00:00,1,0,2,1040.0,0.44632339070212207,4,0,0,train
RD_002137,CUST_001786,1773536430.3799675,2026-03-15T01:00:30.379967+00:00,0,0,1,543.6,0.08811055275312142,1,0,0,train
RD_000119,CUST_000172,1773537987.2880437,2026-03-15T01:26:27.288044+00:00,0,2,1,5700.9,0.13136742676895358,28,0,0,train
RD_004624,CUST_003641,1773541923.4532654,2026-03-15T02:32:03.453265+00:00,0,0,1,4034.6,0.10956776843824895,1,0,0,train
RD_002229,CUST_003787,1773550831.1404269,2026-03-15T05:00:31.140427+00:00,0,0,1,413.9,0.4043086649257896,1,0,0,train
RD_002447,CUST_000880,1773559081.8755481,2026-03-15T07:18:01.875548+00:00,0,0,1,1002.8,0.049540889630333755,1,0,0,train
RD_001733,CUST_000129,1773561839.592045,2026-03-15T08:03:59.592045+00:00,0,0,1,2014.8,0.25382491004891483,1,0,0,train
RD_005144,CUST_001232,1773564997.8151011,2026-03-15T08:56:37.815101+00:00,0,1,1,925.7,0.2595245713175288,29,0,0,train
RD_003417,CUST_001106,1773566668.5894015,2026-03-15T09:24:28.589401+00:00,0,0,1,4159.0,0.24436309120725844,1,0,0,train
RD_001286,CUST_003405,1773572001.2177498,2026-03-15T10:53:21.217750+00:00,0,1,1,2205.2,0.3422023291947936,25,0,0,train
RD_002760,CUST_004008,1773574517.612386,2026-03-15T11:35:17.612386+00:00,0,0,1,818.5,0.3390359179526016,21,0,0,train
RD_003037,CUST_004121,1773585022.3449717,2026-03-15T14:30:22.344972+00:00,0,0,1,249.1,0.18182014001982455,1,0,0,train
RD_002761,CUST_002359,1773587468.8914425,2026-03-15T15:11:08.891443+00:00,0,0,1,87233.9,0.22662889667035227,1,0,0,train
RD_000364,CUST_003915,1773592485.7652438,2026-03-15T16:34:45.765244+00:00,0,0,1,5106.8,0.1920440687809608,1,0,0,train
RD_000252,CUST_000594,1773599442.7228954,2026-03-15T18:30:42.722895+00:00,0,0,1,1136.9,0.2722937510827679,24,0,0,train
RD_002592,CUST_002256,1773613802.1765888,2026-03-15T22:30:02.176589+00:00,1,0,3,615.0,0.02577922369834672,4,0,0,train
RD_001450,CUST_001566,1773614253.7278192,2026-03-15T22:37:33.727819+00:00,0,0,1,2749.6,0.3297150361835006,34,0,0,train
RD_004768,CUST_002764,1773621900.8210113,2026-03-16T00:45:00.821011+00:00,0,1,1,276.4,0.022918479305649223,37,0,0,train
RD_004268,CUST_004544,1773627320.4417481,2026-03-16T02:15:20.441748+00:00,0,0,1,914.0,0.08405454110828223,22,0,0,train
RD_003434,CUST_004072,1773630456.122852,2026-03-16T03:07:36.122852+00:00,0,0,2,13215.8,0.35845545271128415,4,0,0,train
RD_AB_00082_00,CUST_PA00082_00,1773635310.269887,2026-03-16T04:28:30.269887+00:00,0,0,1,6.9,0.8112794561511647,7,0,1,train
RD_AB_00082_01,CUST_PA00082_01,1773638018.080817,2026-03-16T04:53:17.643940+00:00,0,1,2,97.1,0.9507793466273351,7,1,1,train
RD_AB_00082_04,CUST_PA00082_04,1773638493.2924461,2026-03-16T06:17:41.212994+00:00,4,4,5,17.8,0.7436989459019051,7,1,1,train
RD_AB_00082_02,CUST_PA00082_02,1773642215.8532398,2026-03-16T05:05:29.655060+00:00,0,2,3,22.2,0.7029970407487711,7,1,1,train
RD_001921,CUST_000025,1773648533.0283315,2026-03-16T08:08:53.028332+00:00,0,0,1,5348.4,0.018300339799503542,1,0,0,train
RD_AB_00082_05,CUST_PA00082_05,1773648831.45151,2026-03-16T08:47:35.568893+00:00,5,5,6,68.5,0.759716331595155,7,1,1,train
RD_005369,CUST_004016,1773649821.5250611,2026-03-16T08:30:21.525061+00:00,0,0,1,5236.3,0.037046789995985825,1,0,0,train
RD_AB_00082_03,CUST_PA00082_03,1773650041.4278507,2026-03-16T06:08:59.912333+00:00,3,3,4,53.7,0.8466027822852282,7,1,1,train
RD_002536,CUST_000994,1773651892.09755,2026-03-16T09:04:52.097550+00:00,0,0,1,291.1,0.3062931181317075,1,0,0,train
RD_002731,CUST_000082,1773656291.4443681,2026-03-16T10:18:11.444368+00:00,0,0,1,2593.7,0.06062676093203868,1,0,0,train
RD_AB_00082_06,CUST_PA00082_06,1773657379.503109,2026-03-16T04:37:18.287972+00:00,6,6,7,173.5,0.8514597772345943,7,1,1,train
RD_002187,CUST_002184,1773664786.9633505,2026-03-16T12:39:46.963351+00:00,0,0,1,749.7,0.20980556194327063,1,0,0,train
RD_001822,CUST_003045,1773670408.048451,2026-03-16T14:13:28.048451+00:00,0,0,1,494.3,0.17568570878018605,1,0,0,train
RD_003317,CUST_000176,1773671727.1622345,2026-03-16T14:35:27.162235+00:00,0,0,1,87.5,0.0491013365273988,1,0,0,train
RD_003839,CUST_001941,1773674717.203613,2026-03-16T15:25:17.203613+00:00,0,0,1,4997.3,0.02663346744790396,1,0,0,train
RD_004574,CUST_002389,1773682330.1815543,2026-03-16T17:32:10.181554+00:00,0,0,1,2156.1,0.11494648166243546,1,0,0,train
RD_004970,CUST_001886,1773683541.4488933,2026-03-16T17:52:21.448893+00:00,0,0,1,225.0,0.25581096589806257,1,0,0,train
RD_003265,CUST_003441,1773686133.1032257,2026-03-16T18:35:33.103226+00:00,0,0,1,7958.5,0.39773525897498674,1,0,0,train
RD_004020,CUST_003978,1773689119.4376512,2026-03-16T19:25:19.437651+00:00,0,0,1,1393.7,0.3309642915010333,1,0,0,train
RD_004542,CUST_001993,1773695935.6404808,2026-03-16T21:18:55.640481+00:00,0,0,1,1277.2,0.5482178546867017,1,0,0,train
RD_000413,CUST_001094,1773695935.705502,2026-03-16T21:18:55.705502+00:00,0,0,1,2139.1,0.1675895508707368,1,0,0,train
RD_000934,CUST_003422,1773701905.9403386,2026-03-16T22:58:25.940339+00:00,0,0,1,53.0,0.12635697121694336,1,0,0,train
RD_004630,CUST_001941,1773702938.2862482,2026-03-16T23:15:38.286248+00:00,0,0,1,769.8,0.5828108428737494,1,0,0,train
RD_003140,CUST_001375,1773707982.4549515,2026-03-17T00:39:42.454952+00:00,0,0,1,2113.2,0.2120808251698782,1,0,0,train
RD_004309,CUST_004136,1773711260.0590026,2026-03-17T01:34:20.059003+00:00,0,0,1,51564.6,0.31658605806549117,1,0,0,train
RD_AB_00054_00,CUST_PA00054_00,1773712569.4875455,2026-03-17T01:56:09.487545+00:00,0,0,1,24.0,0.7836686097268383,4,0,1,train
RD_AB_00054_01,CUST_PA00054_01,1773712696.8263996,2026-03-17T03:11:06.548891+00:00,1,1,2,82.0,0.49824883557421346,4,1,1,train
RD_004836,CUST_002359,1773713499.529208,2026-03-17T02:11:39.529208+00:00,0,0,1,9776.1,0.27877919568166365,1,0,0,train
RD_002796,CUST_003017,1773714098.3758872,2026-03-17T02:21:38.375887+00:00,0,0,1,453.9,0.38123500745537364,1,0,0,train
RD_003972,CUST_000082,1773718727.980906,2026-03-17T03:38:47.980906+00:00,0,0,1,4246.9,0.630163126859435,1,0,0,train
RD_AB_00054_02,CUST_PA00054_02,1773719194.946493,2026-03-17T02:57:39.023459+00:00,2,2,3,42.7,0.7522803187976186,4,1,1,train
RD_AB_00054_03,CUST_PA00054_03,1773722707.0260847,2026-03-17T05:57:49.701979+00:00,3,3,4,7.8,0.8639170803581373,4,1,1,train
RD_004496,CUST_001278,1773727156.104121,2026-03-17T05:59:16.104121+00:00,0,0,1,65467.8,0.22937922311574094,1,0,0,train
RD_005181,CUST_002090,1773729445.7844133,2026-03-17T06:37:25.784413+00:00,0,0,1,1063.6,0.3032135431661704,1,0,0,train
RD_005143,CUST_002113,1773738048.6202078,2026-03-17T09:00:48.620208+00:00,0,0,1,4172.6,0.07689330835173717,1,0,0,train
RD_003471,CUST_000153,1773741049.5693746,2026-03-17T09:50:49.569375+00:00,0,0,1,1472.0,0.32579000405173614,1,0,0,train
RD_000969,CUST_002479,1773741170.705704,2026-03-17T09:52:50.705704+00:00,0,1,1,9556.4,0.11440942384687695,19,0,0,train
RD_001858,CUST_000462,1773744288.750452,2026-03-17T10:44:48.750452+00:00,0,0,1,600.9,0.20381533404541874,1,0,0,train
RD_003321,CUST_000012,1773745024.0393026,2026-03-17T10:57:04.039303+00:00,0,0,1,1471.6,0.10613806574743398,1,0,0,train
RD_002318,CUST_001568,1773746557.9225552,2026-03-17T11:22:37.922555+00:00,0,0,1,197.6,0.1238247081533081,1,0,0,train
RD_002043,CUST_001310,1773755918.2498734,2026-03-17T13:58:38.249873+00:00,1,0,3,11151.2,0.06415517171772407,2,0,0,train
RD_002933,CUST_004016,1773758246.472146,2026-03-17T14:37:26.472146+00:00,0,0,1,8148.9,0.3863838742701215,1,0,0,train
RD_001820,CUST_001941,1773759987.9644399,2026-03-17T15:06:27.964440+00:00,0,0,1,12174.5,0.11690595347109764,1,0,0,train
RD_000804,CUST_001946,1773762039.849397,2026-03-17T15:40:39.849397+00:00,0,0,1,5655.4,0.18632139555080454,1,0,0,train
RD_AB_00079_00,CUST_PA00079_00,1773764043.9584167,2026-03-17T16:14:03.958417+00:00,0,0,1,136.9,0.7350029009873399,3,0,1,train
RD_003620,CUST_004509,1773764578.9066086,2026-03-17T16:22:58.906609+00:00,0,0,1,3987.5,0.05489523414943864,1,0,0,train
RD_001158,CUST_002429,1773765884.7722185,2026-03-17T16:44:44.772218+00:00,0,0,1,2282.6,0.028800107948782787,1,0,0,train
RD_004710,CUST_001303,1773766209.2297256,2026-03-17T16:50:09.229726+00:00,0,0,1,469.4,0.06936328308118916,1,0,0,train
RD_AB_00079_01,CUST_PA00079_01,1773769255.0649214,2026-03-17T17:06:50.603543+00:00,1,1,2,24.7,0.656029217674653,3,1,1,train
RD_AB_00079_02,CUST_PA00079_02,1773771853.0110958,2026-03-17T16:41:21.494253+00:00,0,2,3,20.9,0.6330480867340578,3,1,1,train
RD_001350,CUST_002256,1773777821.5214286,2026-03-17T20:03:41.521429+00:00,1,0,3,1627.9,0.19266837458766345,2,0,0,train
RD_004853,CUST_000129,1773779203.2129116,2026-03-17T20:26:43.212912+00:00,0,0,1,1575.5,0.24427713183390515,1,0,0,train
RD_002703,CUST_001120,1773783654.5499792,2026-03-17T21:40:54.549979+00:00,0,0,3,1461.8,0.20410531432664278,3,0,0,train
RD_002237,CUST_004424,1773785164.1613476,2026-03-17T22:06:04.161348+00:00,0,0,1,433.6,0.26027610547859115,1,0,0,train
RD_001919,CUST_002997,1773790021.3998294,2026-03-17T23:27:01.399829+00:00,0,0,1,102.7,0.1778803248927915,1,0,0,train
RD_004795,CUST_004045,1773799773.3099535,2026-03-18T02:09:33.309953+00:00,0,0,1,130.1,0.2850644100537617,1,0,0,train
RD_000056,CUST_000584,1773813771.8728087,2026-03-18T06:02:51.872809+00:00,0,0,1,4217.3,0.24408230248576696,1,0,0,train
RD_001731,CUST_002939,1773816915.919467,2026-03-18T06:55:15.919467+00:00,1,0,3,5926.0,0.04206696748128291,4,0,0,train
RD_001173,CUST_001120,1773819592.9880207,2026-03-18T07:39:52.988021+00:00,1,0,3,1073.9,0.060824449153684026,4,0,0,train
RD_001735,CUST_003181,1773827760.5018895,2026-03-18T09:56:00.501889+00:00,0,0,1,181.2,0.015463345620353864,1,0,0,train
RD_000701,CUST_000892,1773832532.3046224,2026-03-18T11:15:32.304622+00:00,0,0,1,2520.7,0.4618126188855931,1,0,0,train
RD_004398,CUST_004453,1773832680.7613797,2026-03-18T11:18:00.761380+00:00,0,0,1,464.5,0.25209075647294915,1,0,0,train
RD_000659,CUST_002268,1773836899.3573558,2026-03-18T12:28:19.357356+00:00,0,0,1,8614.4,0.12246043199338871,1,0,0,train
RD_000345,CUST_001957,1773840892.0851526,2026-03-18T13:34:52.085153+00:00,0,0,1,589.7,0.0946643989712622,1,0,0,train
RD_003918,CUST_000831,1773845849.5875216,2026-03-18T14:57:29.587522+00:00,0,0,1,19948.0,0.21029972020080154,1,0,0,train
RD_001442,CUST_004135,1773847152.0275507,2026-03-18T15:19:12.027551+00:00,0,0,1,124.7,0.02474308592134531,1,0,0,train
RD_004590,CUST_000954,1773854332.0473795,2026-03-18T17:18:52.047379+00:00,0,0,1,2238.8,0.46017719139770374,1,0,0,train
RD_004521,CUST_002245,1773857015.0681984,2026-03-18T18:03:35.068198+00:00,0,0,1,5116.1,0.08386807585868988,1,0,0,train
RD_004214,CUST_002934,1773862289.7272305,2026-03-18T19:31:29.727231+00:00,0,0,1,7406.4,0.40743598331603875,1,0,0,train
RD_000087,CUST_000594,1773862615.4815843,2026-03-18T19:36:55.481584+00:00,0,2,1,1892.7,0.21560389310805644,21,0,0,train
RD_005176,CUST_003102,1773891961.886604,2026-03-19T03:46:01.886604+00:00,0,0,1,4068.3,0.22656027498180675,1,0,0,train
RD_004342,CUST_001106,1773904002.8739665,2026-03-19T07:06:42.873966+00:00,0,0,1,20536.1,0.052489252118829544,1,0,0,train
RD_003663,CUST_003531,1773919197.1596396,2026-03-19T11:19:57.159640+00:00,0,0,1,4085.4,0.045160224386181086,1,0,0,train
RD_003961,CUST_003782,1773921666.1291997,2026-03-19T12:01:06.129200+00:00,0,0,1,4487.4,0.46338657110202836,1,0,0,train
RD_002830,CUST_004338,1773921809.659157,2026-03-19T12:03:29.659157+00:00,0,0,1,1954.5,0.17249709910955716,1,0,0,train
RD_005247,CUST_003383,1773932513.9333036,2026-03-19T15:01:53.933304+00:00,0,0,1,5412.6,0.18458698839646542,1,0,0,train
RD_004675,CUST_004490,1773937950.6025279,2026-03-19T16:32:30.602528+00:00,0,0,1,1348.8,0.18324933896850376,1,0,0,train
RD_002297,CUST_000711,1773938356.5348654,2026-03-19T16:39:16.534865+00:00,0,0,1,76132.0,0.26797428850923544,1,0,0,train
RD_000142,CUST_002507,1773941956.6435907,2026-03-19T17:39:16.643591+00:00,0,0,1,79537.6,0.1359985349003122,1,0,0,train
RD_002923,CUST_003405,1773949698.552134,2026-03-19T19:48:18.552134+00:00,0,1,1,58.5,0.4570781543145977,25,0,0,train
RD_003588,CUST_002085,1773952110.9704738,2026-03-19T20:28:30.970474+00:00,0,2,1,1067.7,0.08582487335436795,16,0,0,train
RD_000800,CUST_000955,1773965510.1818616,2026-03-20T00:11:50.181862+00:00,0,0,1,668.6,0.5021245314755771,1,0,0,train
